Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
WikiPathways_2024_Human	Adipogenesis WP236	1.569555e-01	3.321116e-01	0	0	2.236123e+00	4.140837e+00	LEP;TWIST1;SPOCK1
WikiPathways_2024_Human	TGF Beta Signaling Pathway WP366	1.594497e-01	3.321116e-01	0	0	2.218727e+00	4.073642e+00	CCNB2;CDK1;PDK1
WikiPathways_2024_Human	Urotensin II Mediated Signaling WP5158	1.617433e-01	3.321116e-01	0	0	2.845301e+00	5.183412e+00	COL3A1;CDK1
WikiPathways_2024_Human	NOTCH1 Regulation Of Endothelial Cell Calcification WP3413	1.631081e-01	3.321116e-01	0	0	5.950098e+00	1.078957e+01	DLL3
WikiPathways_2024_Human	Estrogen Metabolism WP697	1.631081e-01	3.321116e-01	0	0	5.950098e+00	1.078957e+01	NQO1
WikiPathways_2024_Human	Canonical And Non Canonical TGF B Signaling WP3874	1.631081e-01	3.321116e-01	0	0	5.950098e+00	1.078957e+01	GREM1
WikiPathways_2024_Human	Cori Cycle WP1946	1.631081e-01	3.321116e-01	0	0	5.950098e+00	1.078957e+01	SLC2A1
WikiPathways_2024_Human	Drug Induction Of Bile Acid Pathway WP2289	1.631081e-01	3.321116e-01	0	0	5.950098e+00	1.078957e+01	ABCC2
WikiPathways_2024_Human	Leptin Insulin Signaling Overlap WP3935	1.631081e-01	3.321116e-01	0	0	5.950098e+00	1.078957e+01	LEP
WikiPathways_2024_Human	Ectoderm Differentiation WP2858	1.670042e-01	3.380085e-01	0	0	2.168122e+00	3.880367e+00	TFAP2A;LHX1;FHL2
WikiPathways_2024_Human	Cytosolic DNA Sensing Pathway WP4655	1.691086e-01	3.402303e-01	0	0	2.762676e+00	4.909868e+00	AIM2;POLR3G
WikiPathways_2024_Human	Interactions Between LOXL4 And Oxidative Stress Pathway WP3670	1.718302e-01	3.435916e-01	0	0	5.599938e+00	9.862884e+00	NQO1
WikiPathways_2024_Human	Axon Guidance WP5289	1.728123e-01	3.435916e-01	0	0	2.723135e+00	4.780597e+00	DPYSL5;EPHB1
WikiPathways_2024_Human	Chromosomal And Microsatellite Instability In Colorectal Cancer WP4216	1.765292e-01	3.489292e-01	0	0	2.684707e+00	4.656003e+00	BIRC5;PMAIP1
WikiPathways_2024_Human	Extracellular Vesicles In The Crosstalk Of Cardiac Cells WP4300	1.804616e-01	3.503821e-01	0	0	5.288685e+00	9.055483e+00	BIRC5
WikiPathways_2024_Human	Glutathione Metabolism WP100	1.804616e-01	3.503821e-01	0	0	5.288685e+00	9.055483e+00	GPX2
WikiPathways_2024_Human	Cholestasis WP5238	1.804616e-01	3.503821e-01	0	0	5.288685e+00	9.055483e+00	ABCC2
WikiPathways_2024_Human	ADHD And Autism ASD Pathways WP5420	1.814108e-01	3.503821e-01	0	0	1.601514e+00	2.733771e+00	TCN1;SCN8A;GABRA3;XDH;STX1A;DLGAP5
WikiPathways_2024_Human	NF1 Copy Number Variation Syndrome WP5366	1.877523e-01	3.529455e-01	0	0	2.575654e+00	4.308121e+00	CCNA2;ATAD5
WikiPathways_2024_Human	Glycosphingolipid Metabolism WP5292	1.890034e-01	3.529455e-01	0	0	5.010196e+00	8.346938e+00	B4GALNT1
WikiPathways_2024_Human	Hematopoietic SC Gene Regulation By GABP Alpha Beta Complex WP3657	1.890034e-01	3.529455e-01	0	0	5.010196e+00	8.346938e+00	DNMT3B
WikiPathways_2024_Human	Ca Mediated T Cell Apoptosis Inclusion Body Myositis WP5142	1.890034e-01	3.529455e-01	0	0	5.010196e+00	8.346938e+00	ATP2A1
WikiPathways_2024_Human	Autophagy In Pancreatic Ductal Adenocarcinoma WP5331	1.890034e-01	3.529455e-01	0	0	5.010196e+00	8.346938e+00	VMP1
WikiPathways_2024_Human	Pyrimidine Metabolism And Related Diseases WP4225	1.890034e-01	3.529455e-01	0	0	5.010196e+00	8.346938e+00	RRM2
WikiPathways_2024_Human	Mesodermal Commitment Pathway WP2857	1.928921e-01	3.582282e-01	0	0	2.014881e+00	3.315737e+00	ZIC2;DNMT3B;HMGA2
WikiPathways_2024_Human	Metabolism Of Sphingolipids In ER And Golgi Apparatus WP4142	1.974563e-01	3.588184e-01	0	0	4.759555e+00	7.721131e+00	B4GALNT1
WikiPathways_2024_Human	FOXA2 Pathway WP5066	1.974563e-01	3.588184e-01	0	0	4.759555e+00	7.721131e+00	ABCC2
WikiPathways_2024_Human	Urea Cycle And Metabolism Of Amino Groups WP497	1.974563e-01	3.588184e-01	0	0	4.759555e+00	7.721131e+00	PYCR1
WikiPathways_2024_Human	GNAQ Pathways In Port Wine Stain WP5437	1.974563e-01	3.588184e-01	0	0	4.759555e+00	7.721131e+00	PDK1
WikiPathways_2024_Human	Clock Controlled Autophagy In Bone Metabolism WP5205	1.990704e-01	3.598171e-01	0	0	2.475100e+00	3.995050e+00	LEP;CTHRC1
WikiPathways_2024_Human	NAD Metab In Oncogene Induced And Mt Dysfunction Senescence WP5046	2.058213e-01	3.661453e-01	0	0	4.532785e+00	7.165185e+00	SLC2A1
WikiPathways_2024_Human	Synthesis Of Ceramides And 1 Deoxyceramides WP5194	2.058213e-01	3.661453e-01	0	0	4.532785e+00	7.165185e+00	B4GALNT1
WikiPathways_2024_Human	PKC Gamma Calcium Signaling In Ataxia WP4760	2.058213e-01	3.661453e-01	0	0	4.532785e+00	7.165185e+00	PDK1
WikiPathways_2024_Human	Calcium Regulation In Cardiac Cells WP536	2.088774e-01	3.696365e-01	0	0	1.932877e+00	3.026900e+00	GNGT1;RGS17;GJB2
WikiPathways_2024_Human	Unfolded Protein Response WP4925	2.140994e-01	3.701207e-01	0	0	4.326630e+00	6.668699e+00	PMAIP1
WikiPathways_2024_Human	Estrogen Signaling WP712	2.140994e-01	3.701207e-01	0	0	4.326630e+00	6.668699e+00	GNGT1
WikiPathways_2024_Human	Nanoparticle Triggered Autophagic Cell Death WP2509	2.140994e-01	3.701207e-01	0	0	4.326630e+00	6.668699e+00	VMP1
WikiPathways_2024_Human	MTHFR Deficiency WP4288	2.140994e-01	3.701207e-01	0	0	4.326630e+00	6.668699e+00	DNMT3B
WikiPathways_2024_Human	Sudden Infant Death Syndrome SIDS Susceptibility Pathways WP706	2.196933e-01	3.701207e-01	0	0	1.881804e+00	2.851917e+00	HTR3A;FOXM1;POU3F2
WikiPathways_2024_Human	Selenium Micronutrient Network WP15	2.219263e-01	3.701207e-01	0	0	2.295797e+00	3.456116e+00	GPX2;XDH
WikiPathways_2024_Human	Amino Acid Metabolism WP3925	2.219263e-01	3.701207e-01	0	0	2.295797e+00	3.456116e+00	GPT2;PYCR1
WikiPathways_2024_Human	Clear Cell Renal Cell Carcinoma Pathways WP4018	2.219263e-01	3.701207e-01	0	0	2.295797e+00	3.456116e+00	PSAT1;SLC2A1
WikiPathways_2024_Human	Triacylglyceride Synthesis WP325	2.222914e-01	3.701207e-01	0	0	4.138402e+00	6.223188e+00	PLPP2
WikiPathways_2024_Human	miRNA Regulation Of P53 Pathway In Prostate Cancer WP3982	2.222914e-01	3.701207e-01	0	0	4.138402e+00	6.223188e+00	PMAIP1
WikiPathways_2024_Human	Hippocampal Synaptogenesis And Neurogenesis WP5231	2.222914e-01	3.701207e-01	0	0	4.138402e+00	6.223188e+00	SYT12
WikiPathways_2024_Human	Urea Cycle And Associated Pathways WP4595	2.222914e-01	3.701207e-01	0	0	4.138402e+00	6.223188e+00	PYCR1
WikiPathways_2024_Human	Hair Follicle Development Cytodifferentiation Stage 3 Of 3 WP2840	2.257574e-01	3.740491e-01	0	0	2.268404e+00	3.376052e+00	LHX2;KLK6
WikiPathways_2024_Human	Warburg Effect Mod By Deubiquitinating Enzymes And Substrates WP5216	2.303983e-01	3.762059e-01	0	0	3.965860e+00	5.821667e+00	SLC2A1
WikiPathways_2024_Human	4 Hydroxytamoxifen DEX And Retinoic Acids Regulation Of P27 WP3879	2.303983e-01	3.762059e-01	0	0	3.965860e+00	5.821667e+00	PBK
WikiPathways_2024_Human	Thyroxine Thyroid Hormone Production WP1981	2.303983e-01	3.762059e-01	0	0	3.965860e+00	5.821667e+00	TSHR
WikiPathways_2024_Human	Allograft Rejection WP2328	2.334337e-01	3.765713e-01	0	0	2.215528e+00	3.223278e+00	GDNF;CXCL13
WikiPathways_2024_Human	Growth Factors And Hormones In Beta Cell Proliferation WP5385	2.384209e-01	3.765713e-01	0	0	3.807120e+00	5.458337e+00	FOXM1
WikiPathways_2024_Human	EPO Receptor Signaling WP581	2.384209e-01	3.765713e-01	0	0	3.807120e+00	5.458337e+00	PDK1
WikiPathways_2024_Human	PPAR Alpha Pathway WP2878	2.384209e-01	3.765713e-01	0	0	3.807120e+00	5.458337e+00	CDK1
WikiPathways_2024_Human	Sphingolipid Metabolism Integrated Pathway WP4726	2.384209e-01	3.765713e-01	0	0	3.807120e+00	5.458337e+00	PLPP2
WikiPathways_2024_Human	Wnt Beta Catenin Signaling In Leukemia WP3658	2.384209e-01	3.765713e-01	0	0	3.807120e+00	5.458337e+00	SALL4
WikiPathways_2024_Human	Sphingolipid Metabolism Overview WP4725	2.384209e-01	3.765713e-01	0	0	3.807120e+00	5.458337e+00	PLPP2
WikiPathways_2024_Human	GPCRs Other WP117	2.411251e-01	3.790711e-01	0	0	2.165056e+00	3.079661e+00	OR2B6;CELSR3
WikiPathways_2024_Human	FGFR3 Signal Chondrocyte Proliferation Terminal Differentiation WP4767	2.463600e-01	3.837313e-01	0	0	3.660592e+00	5.128348e+00	PTHLH
WikiPathways_2024_Human	Canonical And Non Canonical Notch Signaling WP3845	2.463600e-01	3.837313e-01	0	0	3.660592e+00	5.128348e+00	DLL3
WikiPathways_2024_Human	lncRNA In Canonical Wnt Signaling And Colorectal Cancer WP4258	2.488278e-01	3.857972e-01	0	0	2.116827e+00	2.944495e+00	TFAP2A;EZH2
WikiPathways_2024_Human	T Cell Receptor And Co Stimulatory Signaling WP2583	2.542166e-01	3.905692e-01	0	0	3.524918e+00	4.827616e+00	PDK1
WikiPathways_2024_Human	Dravet Syndrome WP5200	2.542166e-01	3.905692e-01	0	0	3.524918e+00	4.827616e+00	SCN8A
WikiPathways_2024_Human	Disorders Of Bile Acid Synthesis And Biliary Transport WP5176	2.619915e-01	3.988880e-01	0	0	3.398934e+00	4.552679e+00	ABCC2
WikiPathways_2024_Human	One Carbon Metabolism WP241	2.619915e-01	3.988880e-01	0	0	3.398934e+00	4.552679e+00	DNMT3B
WikiPathways_2024_Human	Inflammatory Response Pathway WP453	2.696856e-01	4.069363e-01	0	0	3.281639e+00	4.300583e+00	COL3A1
WikiPathways_2024_Human	Matrix Metalloproteinases WP129	2.696856e-01	4.069363e-01	0	0	3.281639e+00	4.300583e+00	MMP11
WikiPathways_2024_Human	17Q12 Copy Number Variation Syndrome WP5287	2.719665e-01	4.085541e-01	0	0	1.984197e+00	2.583577e+00	RDM1;LHX1
WikiPathways_2024_Human	GABA Receptor Signaling WP4159	2.772996e-01	4.128955e-01	0	0	3.172164e+00	4.068797e+00	GABRA3
WikiPathways_2024_Human	Constitutive Androstane Receptor Pathway WP2875	2.772996e-01	4.128955e-01	0	0	3.172164e+00	4.068797e+00	ABCC2
WikiPathways_2024_Human	Prader Willi And Angelman Syndrome WP3998	2.835318e-01	4.203234e-01	0	0	1.923911e+00	2.424957e+00	CDKN2A;CDC6
WikiPathways_2024_Human	PI3K AKT mTOR Signaling And Therapeutic In Prostate Cancer WP3844	2.848345e-01	4.204016e-01	0	0	3.069752e+00	3.855138e+00	PDK1
WikiPathways_2024_Human	Mammary Gland Development Pregnancy And Lactation Stage 3 Of 4 WP2817	2.922910e-01	4.204016e-01	0	0	2.973740e+00	3.657716e+00	GJB2
WikiPathways_2024_Human	Nuclear Receptors In Lipid Metabolism And Toxicity WP299	2.922910e-01	4.204016e-01	0	0	2.973740e+00	3.657716e+00	ABCC2
WikiPathways_2024_Human	Purinergic Signaling WP4900	2.922910e-01	4.204016e-01	0	0	2.973740e+00	3.657716e+00	P2RY6
WikiPathways_2024_Human	Leukocyte Intrinsic Hippo Pathway Functions WP4542	2.922910e-01	4.204016e-01	0	0	2.973740e+00	3.657716e+00	CD19
WikiPathways_2024_Human	Disruption Of Postsynaptic Signaling By CNV WP4875	2.922910e-01	4.204016e-01	0	0	2.973740e+00	3.657716e+00	STX1A
WikiPathways_2024_Human	Cardiomyocyte Signaling Converging On Titin WP5344	2.922910e-01	4.204016e-01	0	0	2.973740e+00	3.657716e+00	FHL2
WikiPathways_2024_Human	JAK STAT Signaling In The Regulation Of Beta Cells WP5358	2.996700e-01	4.291884e-01	0	0	2.883548e+00	3.474886e+00	FOXM1
WikiPathways_2024_Human	Photodynamic Therapy Induced NF kB Survival Signaling WP3617	3.069723e-01	4.359522e-01	0	0	2.798660e+00	3.305212e+00	BIRC5
WikiPathways_2024_Human	Influence Of Laminopathies On Wnt Signaling WP4844	3.069723e-01	4.359522e-01	0	0	2.798660e+00	3.305212e+00	HMGA2
WikiPathways_2024_Human	Vitamin D Sensitive Calcium Signaling In Depression WP4698	3.141986e-01	4.443478e-01	0	0	2.718624e+00	3.147433e+00	KCNQ2
WikiPathways_2024_Human	CAMKK2 Pathway WP4874	3.180856e-01	4.479705e-01	0	0	1.763148e+00	2.019571e+00	SLC2A1;GALNT9
WikiPathways_2024_Human	Amyotrophic Lateral Sclerosis ALS WP2447	3.213497e-01	4.506896e-01	0	0	2.643034e+00	3.000439e+00	NEFL
WikiPathways_2024_Human	Relevant Molecular Pathways And Targeted Agents In TNBC WP5215	3.284265e-01	4.568237e-01	0	0	2.571530e+00	2.863250e+00	PDK1
WikiPathways_2024_Human	mBDNF And proBDNF Regulation Of GABA Neurotransmission WP4829	3.284265e-01	4.568237e-01	0	0	2.571530e+00	2.863250e+00	GABRA3
WikiPathways_2024_Human	Histone Modifications WP2369	3.354296e-01	4.627560e-01	0	0	2.503789e+00	2.734996e+00	EZH2
WikiPathways_2024_Human	Kisspeptin Kisspeptin Receptor System In The Ovary WP4871	3.354296e-01	4.627560e-01	0	0	2.503789e+00	2.734996e+00	PDK1
WikiPathways_2024_Human	Gastrin Signaling WP4659	3.371220e-01	4.632002e-01	0	0	1.684900e+00	1.832009e+00	CDKN2A;BIRC5
WikiPathways_2024_Human	Bladder Cancer WP2828	3.423600e-01	4.684926e-01	0	0	2.439522e+00	2.614906e+00	CDKN2A
WikiPathways_2024_Human	Nucleotide Binding Oligomerization Domain NOD Pathway WP1433	3.492182e-01	4.740392e-01	0	0	2.378469e+00	2.502288e+00	AIM2
WikiPathways_2024_Human	Glycosaminoglycan Synthesis In Fibroblasts WP5395	3.492182e-01	4.740392e-01	0	0	2.378469e+00	2.502288e+00	HS6ST2
WikiPathways_2024_Human	Splicing Factor NOVA Regulated Synaptic Proteins WP4148	3.560051e-01	4.794013e-01	0	0	2.320393e+00	2.396526e+00	KCNQ2
WikiPathways_2024_Human	Metabolic Reprogramming In Pancreatic Cancer WP5220	3.560051e-01	4.794013e-01	0	0	2.320393e+00	2.396526e+00	SLC2A1
WikiPathways_2024_Human	Fragile X Syndrome WP4549	3.597485e-01	4.825198e-01	0	0	1.599682e+00	1.635435e+00	CDKN2A;PDK1
WikiPathways_2024_Human	15Q25 Copy Number Variation WP5408	3.627214e-01	4.826765e-01	0	0	2.265084e+00	2.297067e+00	SLC2A1
WikiPathways_2024_Human	Vitamin A And Carotenoid Metabolism WP716	3.627214e-01	4.826765e-01	0	0	2.265084e+00	2.297067e+00	CRABP2
WikiPathways_2024_Human	Nucleotide Excision Repair WP4753	3.693679e-01	4.839005e-01	0	0	2.212346e+00	2.203413e+00	POLE2
WikiPathways_2024_Human	Nephrotic Syndrome WP4758	3.693679e-01	4.839005e-01	0	0	2.212346e+00	2.203413e+00	ANLN
WikiPathways_2024_Human	IL11 Signaling WP2332	3.693679e-01	4.839005e-01	0	0	2.212346e+00	2.203413e+00	BIRC5
WikiPathways_2024_Human	Notch Signaling WP268	3.693679e-01	4.839005e-01	0	0	2.212346e+00	2.203413e+00	DLL3
WikiPathways_2024_Human	Aryl Hydrocarbon Receptor Pathway WP2873	3.759452e-01	4.859754e-01	0	0	2.162006e+00	2.115117e+00	NQO1
WikiPathways_2024_Human	Endoplasmic Reticulum Stress Response In Coronavirus Infection WP4861	3.824540e-01	4.859754e-01	0	0	2.113903e+00	2.031772e+00	PPP1R14D
WikiPathways_2024_Human	Translation Inhibitors In Chronically Activated PDGFRA Cells WP4566	3.824540e-01	4.859754e-01	0	0	2.113903e+00	2.031772e+00	PDK1
WikiPathways_2024_Human	T Cell Modulation In Pancreatic Cancer WP5078	3.824540e-01	4.859754e-01	0	0	2.113903e+00	2.031772e+00	FAP
WikiPathways_2024_Human	Selenium Metabolism And Selenoproteins WP28	3.824540e-01	4.859754e-01	0	0	2.113903e+00	2.031772e+00	GPX2
WikiPathways_2024_Human	NO cGMP PKG Mediated Neuroprotection WP4008	3.824540e-01	4.859754e-01	0	0	2.113903e+00	2.031772e+00	NEFL
WikiPathways_2024_Human	Exercise Induced Circadian Regulation WP410	3.824540e-01	4.859754e-01	0	0	2.113903e+00	2.031772e+00	TUBB3
WikiPathways_2024_Human	Aryl Hydrocarbon Receptor Pathway WP2586	3.824540e-01	4.859754e-01	0	0	2.113903e+00	2.031772e+00	NQO1
WikiPathways_2024_Human	RANKL RANK Signaling WP2018	4.078194e-01	5.143394e-01	0	0	1.941126e+00	1.741056e+00	FHL2
WikiPathways_2024_Human	Translation Factors WP107	4.078194e-01	5.143394e-01	0	0	1.941126e+00	1.741056e+00	EEF1A2
WikiPathways_2024_Human	Synaptic Vesicle Pathway WP2267	4.139967e-01	5.163501e-01	0	0	1.902251e+00	1.677590e+00	STX1A
WikiPathways_2024_Human	Vitamin B12 Metabolism WP1533	4.139967e-01	5.163501e-01	0	0	1.902251e+00	1.677590e+00	TCN1
WikiPathways_2024_Human	Copper Homeostasis WP3286	4.139967e-01	5.163501e-01	0	0	1.902251e+00	1.677590e+00	STEAP1
WikiPathways_2024_Human	Neuroinflammation And Glutamatergic Signaling WP5083	4.292649e-01	5.330847e-01	0	0	1.378714e+00	1.165952e+00	PSAT1;SLC2A1
WikiPathways_2024_Human	Notch Signaling WP61	4.321455e-01	5.330847e-01	0	0	1.794429e+00	1.505513e+00	DLL3
WikiPathways_2024_Human	11P11 2 Copy Number Variation Syndrome WP5348	4.321455e-01	5.330847e-01	0	0	1.794429e+00	1.505513e+00	CD19
WikiPathways_2024_Human	Overlap Between Signal Transduction Pathways LMNA Laminopathies WP4879	4.380697e-01	5.364767e-01	0	0	1.761150e+00	1.453613e+00	HMGA2
WikiPathways_2024_Human	Pathogenic Escherichia Coli Infection WP2272	4.380697e-01	5.364767e-01	0	0	1.761150e+00	1.453613e+00	TUBB3
WikiPathways_2024_Human	10Q22Q23 Copy Number Variation WP5402	4.497337e-01	5.467986e-01	0	0	1.698158e+00	1.356997e+00	BUB1B
WikiPathways_2024_Human	Neurogenesis Regulation In The Olfactory Epithelium WP5265	4.497337e-01	5.467986e-01	0	0	1.698158e+00	1.356997e+00	LRP8
WikiPathways_2024_Human	Nucleotide Excision Repair In Xeroderma Pigmentosum WP5114	4.554749e-01	5.498232e-01	0	0	1.668320e+00	1.311991e+00	POLE2
WikiPathways_2024_Human	Thyroid Stimulating Hormone TSH Signaling WP2032	4.554749e-01	5.498232e-01	0	0	1.668320e+00	1.311991e+00	TSHR
WikiPathways_2024_Human	PI3K Akt Signaling WP4172	4.667277e-01	5.585501e-01	0	0	1.142567e+00	8.706469e-01	GNGT1;PPP2R2C;CD19;THBS2
WikiPathways_2024_Human	TAR Syndrome WP5362	4.667785e-01	5.585501e-01	0	0	1.611678e+00	1.227938e+00	POLR3G
WikiPathways_2024_Human	Smith Magenis And Potocki Lupski Syndrome Copy Number Variation WP5381	4.676617e-01	5.585501e-01	0	0	1.276542e+00	9.701845e-01	RMI2;CDK1
WikiPathways_2024_Human	T Cell Antigen Receptor TCR Pathway During Staph A. Infection WP3863	4.778482e-01	5.667112e-01	0	0	1.558750e+00	1.151078e+00	PDK1
WikiPathways_2024_Human	Lung Fibrosis WP3624	4.778482e-01	5.667112e-01	0	0	1.558750e+00	1.151078e+00	GREM1
WikiPathways_2024_Human	Myometrial Relaxation And Contraction Pathways WP289	4.846020e-01	5.727115e-01	0	0	1.234925e+00	8.946135e-01	GNGT1;RGS17
WikiPathways_2024_Human	Ferroptosis WP4313	4.886886e-01	5.755287e-01	0	0	1.509183e+00	1.080620e+00	SLC7A11
WikiPathways_2024_Human	Physico Chemical Features And Toxicity Associated Pathways WP3680	4.993045e-01	5.859893e-01	0	0	1.462666e+00	1.015879e+00	NEFL
WikiPathways_2024_Human	GPCRs Class A Rhodopsin Like WP455	5.022332e-01	5.873869e-01	0	0	1.122949e+00	7.733643e-01	P2RY6;GPR87;OR2B6
WikiPathways_2024_Human	RAC1 PAK1 P38 MMP2 Pathway WP3303	5.097005e-01	5.879822e-01	0	0	1.418926e+00	9.562597e-01	BIRC5
WikiPathways_2024_Human	Acute Myeloid Leukemia WP5293	5.097005e-01	5.879822e-01	0	0	1.418926e+00	9.562597e-01	CCNA2
WikiPathways_2024_Human	Folate Metabolism WP176	5.097005e-01	5.879822e-01	0	0	1.418926e+00	9.562597e-01	GPX2
WikiPathways_2024_Human	Melanoma WP4685	5.097005e-01	5.879822e-01	0	0	1.418926e+00	9.562597e-01	CDKN2A
WikiPathways_2024_Human	Chemokine Signaling WP3929	5.142365e-01	5.911971e-01	0	0	1.166449e+00	7.757727e-01	GNGT1;CXCL13
WikiPathways_2024_Human	Parkin Ubiquitin Proteasomal System Pathway WP2359	5.198813e-01	5.936483e-01	0	0	1.377722e+00	9.012435e-01	TUBB3
WikiPathways_2024_Human	Glucocorticoid Receptor Pathway WP2880	5.198813e-01	5.936483e-01	0	0	1.377722e+00	9.012435e-01	ZIC2
WikiPathways_2024_Human	Leptin Signaling WP2034	5.248923e-01	5.973522e-01	0	0	1.358003e+00	8.753172e-01	LEP
WikiPathways_2024_Human	Primary Focal Segmental Glomerulosclerosis FSGS WP2572	5.298512e-01	5.989622e-01	0	0	1.338839e+00	8.503759e-01	MKI67
WikiPathways_2024_Human	Peptide GPCRs WP24	5.298512e-01	5.989622e-01	0	0	1.338839e+00	8.503759e-01	TSHR
WikiPathways_2024_Human	Affected Pathways In Duchenne Muscular Dystrophy WP5356	5.347585e-01	6.004929e-01	0	0	1.320208e+00	8.263711e-01	ATP2A1
WikiPathways_2024_Human	Head And Neck Squamous Cell Carcinoma WP4674	5.347585e-01	6.004929e-01	0	0	1.320208e+00	8.263711e-01	CDKN2A
WikiPathways_2024_Human	Regulatory Circuits Of STAT3 Signaling WP4538	5.585389e-01	6.251197e-01	0	0	1.234310e+00	7.189005e-01	IL20RB
WikiPathways_2024_Human	Bardet Biedl Syndrome WP5234	5.677081e-01	6.332849e-01	0	0	1.202996e+00	6.810735e-01	ZIC2
WikiPathways_2024_Human	Glioblastoma Signaling WP2261	5.766872e-01	6.411852e-01	0	0	1.173227e+00	6.458091e-01	CDKN2A
WikiPathways_2024_Human	Androgen Receptor Signaling WP138	5.898084e-01	6.514877e-01	0	0	1.131233e+00	5.972429e-01	FHL2
WikiPathways_2024_Human	ncRNAs In Wnt Signaling In Hepatocellular Carcinoma WP4336	5.898084e-01	6.514877e-01	0	0	1.131233e+00	5.972429e-01	EZH2
WikiPathways_2024_Human	T Cell Activation SARS CoV 2 WP5098	6.025239e-01	6.633651e-01	0	0	1.092135e+00	5.533058e-01	CDKN2A
WikiPathways_2024_Human	TNF Alpha Signaling WP231	6.066745e-01	6.636115e-01	0	0	1.079694e+00	5.395912e-01	PLK1
WikiPathways_2024_Human	Pancreatic Adenocarcinoma Pathway WP4263	6.066745e-01	6.636115e-01	0	0	1.079694e+00	5.395912e-01	CDKN2A
WikiPathways_2024_Human	Focal Adhesion WP306	6.128825e-01	6.661705e-01	0	0	9.691735e-01	4.744899e-01	STYK1;THBS2
WikiPathways_2024_Human	G Protein Signaling WP35	6.148463e-01	6.661705e-01	0	0	1.055643e+00	5.134467e-01	GNGT1
WikiPathways_2024_Human	Genes Related To Primary Cilium Development Based On CRISPR WP4536	6.188684e-01	6.661705e-01	0	0	1.044014e+00	5.009830e-01	TEDC2
WikiPathways_2024_Human	B Cell Receptor Signaling WP23	6.188684e-01	6.661705e-01	0	0	1.044014e+00	5.009830e-01	CD19
WikiPathways_2024_Human	Corticotropin Releasing Hormone Signaling WP2355	6.188684e-01	6.661705e-01	0	0	1.044014e+00	5.009830e-01	TFAP2A
WikiPathways_2024_Human	Thyroid Hormones And Peripheral Downstream Signaling Effects WP4746	6.228487e-01	6.683266e-01	0	0	1.032637e+00	4.889037e-01	TSHR
WikiPathways_2024_Human	Complement System WP2806	6.267875e-01	6.704247e-01	0	0	1.021505e+00	4.771938e-01	CD19
WikiPathways_2024_Human	1P36 Copy Number Variation Syndrome WP5345	6.495736e-01	6.899785e-01	0	0	9.594373e-01	4.139388e-01	TNFRSF18
WikiPathways_2024_Human	VEGFA VEGFR2 Signaling WP3888	6.498256e-01	6.899785e-01	0	0	8.993735e-01	3.876761e-01	FHL2;PBK;BIRC5;TNFRSF25
WikiPathways_2024_Human	Wnt Signaling And Pluripotency WP399	6.532340e-01	6.899785e-01	0	0	9.498168e-01	4.044508e-01	PPP2R2C
WikiPathways_2024_Human	7Q11 23 Copy Number Variation Syndrome WP4932	6.532340e-01	6.899785e-01	0	0	9.498168e-01	4.044508e-01	STX1A
WikiPathways_2024_Human	5Q35 Copy Number Variation WP5380	6.639880e-01	6.969812e-01	0	0	9.220759e-01	3.775819e-01	ANKS4B
WikiPathways_2024_Human	Complement System In Neuronal Development And Plasticity WP5090	6.639880e-01	6.969812e-01	0	0	9.220759e-01	3.775819e-01	DLGAP5
WikiPathways_2024_Human	Macrophage Stimulating Protein MSP Signaling WP5353	6.778110e-01	7.092883e-01	0	0	8.875080e-01	3.451401e-01	SLC2A1
WikiPathways_2024_Human	22Q11 2 Copy Number Variation Syndrome WP4657	6.942948e-01	7.242952e-01	0	0	8.477702e-01	3.093162e-01	PLK1
WikiPathways_2024_Human	Osteoblast Differentiation And Related Diseases WP4787	7.099374e-01	7.383349e-01	0	0	8.114288e-01	2.779781e-01	DLL3
WikiPathways_2024_Human	Hippo Merlin Signaling Dysregulation WP4541	7.129687e-01	7.392130e-01	0	0	8.045301e-01	2.721868e-01	FOXM1
WikiPathways_2024_Human	Effect Of Omega 3 PUFA On Huntington 39 S Disease Pathways WP5470	7.159685e-01	7.400531e-01	0	0	7.977474e-01	2.665426e-01	GABRA3
WikiPathways_2024_Human	Ebola Virus Infection In Host WP4217	7.388678e-01	7.590800e-01	0	0	7.473307e-01	2.261694e-01	TFAP2A
WikiPathways_2024_Human	Overview Of Proinflammatory And Profibrotic Mediators WP5095	7.388678e-01	7.590800e-01	0	0	7.473307e-01	2.261694e-01	CXCL13
WikiPathways_2024_Human	Angiopoietin Like Protein 8 Regulatory Pathway WP3915	7.469720e-01	7.650804e-01	0	0	7.300242e-01	2.129682e-01	SLC2A1
WikiPathways_2024_Human	Alzheimer 39 S Disease WP5124	7.574523e-01	7.711412e-01	0	0	7.321517e-01	2.033879e-01	TUBB3;ATP2A1
WikiPathways_2024_Human	Alzheimer 39 S Disease And miRNA Effects WP2059	7.574523e-01	7.711412e-01	0	0	7.321517e-01	2.033879e-01	TUBB3;ATP2A1
WikiPathways_2024_Human	Hepatitis B Infection WP4666	7.927820e-01	7.998815e-01	0	0	6.366000e-01	1.478230e-01	BIRC5
WikiPathways_2024_Human	Nonalcoholic Fatty Liver Disease WP4396	7.927820e-01	7.998815e-01	0	0	6.366000e-01	1.478230e-01	LEP
