Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Glucose Transmembrane Transport (GO:1904659)	2.179029e-02	1.237907e-01	0	0	9.544094e+00	3.651848e+01	SLC2A1;SLC2A5
GO_Biological_Process_2023	Hexose Transmembrane Transport (GO:0008645)	2.179029e-02	1.237907e-01	0	0	9.544094e+00	3.651848e+01	SLC2A1;SLC2A5
GO_Biological_Process_2023	Oligosaccharide Biosynthetic Process (GO:0009312)	2.179029e-02	1.237907e-01	0	0	9.544094e+00	3.651848e+01	FUT9;FUT2
GO_Biological_Process_2023	Sensory Perception Of Light Stimulus (GO:0050953)	2.218420e-02	1.255784e-01	0	0	3.907706e+00	1.488201e+01	PRR4;ZIC2;COL11A1;CRYBA2
GO_Biological_Process_2023	Epithelium Development (GO:0060429)	2.238949e-02	1.262894e-01	0	0	3.238506e+00	1.230362e+01	VIL1;STIL;SALL1;LHX1;CDK1
GO_Biological_Process_2023	Regulation Of Neuron Apoptotic Process (GO:0043523)	2.362325e-02	1.301479e-01	0	0	3.829340e+00	1.434289e+01	TFAP2A;EGLN3;GDNF;KIF14
GO_Biological_Process_2023	Intrinsic Apoptotic Signaling Pathway (GO:0097193)	2.362325e-02	1.301479e-01	0	0	3.829340e+00	1.434289e+01	BCL2L10;PMAIP1;ATP2A1;PDK1
GO_Biological_Process_2023	Positive Regulation Of Kinase Activity (GO:0033674)	2.362325e-02	1.301479e-01	0	0	3.829340e+00	1.434289e+01	CCNA2;CENPE;EEF1A2;INSRR
GO_Biological_Process_2023	Positive Regulation Of BMP Signaling Pathway (GO:0030513)	2.370352e-02	1.301479e-01	0	0	9.089364e+00	3.401360e+01	CCNA2;SULF1
GO_Biological_Process_2023	Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332)	2.370352e-02	1.301479e-01	0	0	9.089364e+00	3.401360e+01	GDNF;LHX1
GO_Biological_Process_2023	Regulation Of Secretion By Cell (GO:1903530)	2.373043e-02	1.301479e-01	0	0	5.121288e+00	1.915872e+01	RAB3B;FER1L4;RAB26
GO_Biological_Process_2023	Telomere Organization (GO:0032200)	2.373043e-02	1.301479e-01	0	0	5.121288e+00	1.915872e+01	RECQL4;DNA2;EZH2
GO_Biological_Process_2023	Positive Regulation Of Organelle Assembly (GO:1902117)	2.373043e-02	1.301479e-01	0	0	5.121288e+00	1.915872e+01	PLK4;STIL;SPAG5
GO_Biological_Process_2023	Regulation Of Macromolecule Metabolic Process (GO:0060255)	2.468633e-02	1.349236e-01	0	0	3.152934e+00	1.167060e+01	GDNF;LHX1;YBX2;IGF2BP3;PTHLH
GO_Biological_Process_2023	Peptidyl-Serine Phosphorylation (GO:0018105)	2.528328e-02	1.377114e-01	0	0	3.132241e+00	1.151916e+01	PLK1;MAST1;CDK1;PBK;TTK
GO_Biological_Process_2023	Response To Purine-Containing Compound (GO:0014074)	2.568297e-02	1.379915e-01	0	0	8.675972e+00	3.177078e+01	P2RY6;VGF
GO_Biological_Process_2023	Ear Morphogenesis (GO:0042471)	2.568297e-02	1.379915e-01	0	0	8.675972e+00	3.177078e+01	TFAP2A;TWIST1
GO_Biological_Process_2023	Mitotic Cell Cycle Checkpoint Signaling (GO:0007093)	2.568297e-02	1.379915e-01	0	0	8.675972e+00	3.177078e+01	DEPDC1B;CHEK1
GO_Biological_Process_2023	Protein Localization To Chromatin (GO:0071168)	2.568297e-02	1.379915e-01	0	0	8.675972e+00	3.177078e+01	PLK1;CENPA
GO_Biological_Process_2023	Nitrogen Compound Transport (GO:0071705)	2.588942e-02	1.386308e-01	0	0	3.111815e+00	1.137033e+01	CENPF;ABCC2;TCN1;FLVCR1;RHBG
GO_Biological_Process_2023	Positive Regulation Of Wnt Signaling Pathway (GO:0030177)	2.666787e-02	1.418408e-01	0	0	3.681652e+00	1.334340e+01	DEPDC1B;SALL1;SULF1;LGR4
GO_Biological_Process_2023	Positive Regulation Of Metabolic Process (GO:0009893)	2.666787e-02	1.418408e-01	0	0	3.681652e+00	1.334340e+01	LEP;YBX2;TRPM8;TSHR
GO_Biological_Process_2023	Regulation Of Chondrocyte Differentiation (GO:0032330)	2.772707e-02	1.464913e-01	0	0	8.298528e+00	2.975310e+01	GREM1;PTHLH
GO_Biological_Process_2023	Carbohydrate Biosynthetic Process (GO:0016051)	2.772707e-02	1.464913e-01	0	0	8.298528e+00	2.975310e+01	FUT9;FUT2
GO_Biological_Process_2023	Peptidyl-Serine Modification (GO:0018209)	2.905918e-02	1.530193e-01	0	0	3.013544e+00	1.066319e+01	PLK1;MAST1;CDK1;PBK;TTK
GO_Biological_Process_2023	Inorganic Cation Transmembrane Transport (GO:0098662)	2.964242e-02	1.555503e-01	0	0	2.435525e+00	8.569512e+00	SLC24A2;KCNQ2;ATP2A1;HTR3A;TRPM8;RHBG;KCNH1
GO_Biological_Process_2023	L-amino Acid Transport (GO:0015807)	2.983425e-02	1.555503e-01	0	0	7.952537e+00	2.793009e+01	SFXN1;SLC7A11
GO_Biological_Process_2023	Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)	2.983425e-02	1.555503e-01	0	0	7.952537e+00	2.793009e+01	TWIST1;PMAIP1
GO_Biological_Process_2023	Dorsal/Ventral Pattern Formation (GO:0009953)	3.200300e-02	1.646908e-01	0	0	7.634226e+00	2.627644e+01	GREM1;LHX1
GO_Biological_Process_2023	Limb Development (GO:0060173)	3.200300e-02	1.646908e-01	0	0	7.634226e+00	2.627644e+01	GREM1;SALL1
GO_Biological_Process_2023	Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972)	3.200300e-02	1.646908e-01	0	0	7.634226e+00	2.627644e+01	DEPDC1B;CHEK1
GO_Biological_Process_2023	Regulation Of Catecholamine Secretion (GO:0050433)	3.200300e-02	1.646908e-01	0	0	7.634226e+00	2.627644e+01	SYT7;STX1A
GO_Biological_Process_2023	Protein Autoubiquitination (GO:0051865)	3.292270e-02	1.688753e-01	0	0	4.480140e+00	1.529337e+01	DEPDC1B;UHRF1;UBE2T
GO_Biological_Process_2023	Regulation Of Glucose Metabolic Process (GO:0010906)	3.423181e-02	1.727943e-01	0	0	7.340400e+00	2.477091e+01	PMAIP1;PDK1
GO_Biological_Process_2023	Chondrocyte Differentiation (GO:0002062)	3.423181e-02	1.727943e-01	0	0	7.340400e+00	2.477091e+01	HMGA2;SULF1
GO_Biological_Process_2023	Diterpenoid Metabolic Process (GO:0016101)	3.423181e-02	1.727943e-01	0	0	7.340400e+00	2.477091e+01	AKR1B10;LRP8
GO_Biological_Process_2023	Modified Amino Acid Transport (GO:0072337)	3.423181e-02	1.727943e-01	0	0	7.340400e+00	2.477091e+01	SLC7A11;SLC16A9
GO_Biological_Process_2023	Regulation Of Calcium Ion-Dependent Exocytosis (GO:0017158)	3.423181e-02	1.727943e-01	0	0	7.340400e+00	2.477091e+01	SYT7;STX1A
GO_Biological_Process_2023	Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056)	3.434206e-02	1.728005e-01	0	0	3.387583e+00	1.142084e+01	ARHGAP11A;TNFRSF25;ECT2;FOXM1
GO_Biological_Process_2023	Regulation Of Establishment Of Planar Polarity (GO:0090175)	3.651920e-02	1.814512e-01	0	0	7.068339e+00	2.339562e+01	SAPCD2;CELSR3
GO_Biological_Process_2023	Regulation Of Vasculature Development (GO:1901342)	3.651920e-02	1.814512e-01	0	0	7.068339e+00	2.339562e+01	LEP;CXCL13
GO_Biological_Process_2023	Central Nervous System Neuron Differentiation (GO:0021953)	3.651920e-02	1.814512e-01	0	0	7.068339e+00	2.339562e+01	LHX1;SPOCK1
GO_Biological_Process_2023	Protein K11-linked Ubiquitination (GO:0070979)	3.651920e-02	1.814512e-01	0	0	7.068339e+00	2.339562e+01	UBE2C;UBE2T
GO_Biological_Process_2023	Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288)	3.678157e-02	1.821837e-01	0	0	4.279183e+00	1.413311e+01	GREM1;DLX1;SULF1
GO_Biological_Process_2023	Regulation Of Protein Catabolic Process (GO:0042176)	3.715636e-02	1.834668e-01	0	0	3.299700e+00	1.086466e+01	NQO1;EEF1A2;FAM83D;MAD2L1
GO_Biological_Process_2023	Positive Regulation Of Lipid Kinase Activity (GO:0090218)	3.886370e-02	1.913012e-01	0	0	6.815711e+00	2.213535e+01	CD19;EEF1A2
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Nucleus (GO:1900182)	3.947722e-02	1.937195e-01	0	0	4.154920e+00	1.342883e+01	PLK1;CDK1;ECT2
GO_Biological_Process_2023	Protein-Containing Complex Organization (GO:0043933)	4.009952e-02	1.961659e-01	0	0	3.216248e+00	1.034471e+01	VIL1;SLC2A1;KNTC1;ANKS4B
GO_Biological_Process_2023	Monocarboxylic Acid Transport (GO:0015718)	4.086166e-02	1.987942e-01	0	0	4.095451e+00	1.309546e+01	ABCC2;CRABP2;SLC16A9
GO_Biological_Process_2023	'De Novo' AMP Biosynthetic Process (GO:0044208)	4.102376e-02	1.987942e-01	0	0	3.174520e+01	1.013816e+02	PAICS
GO_Biological_Process_2023	Response To DNA Damage Checkpoint Signaling (GO:0072423)	4.102376e-02	1.987942e-01	0	0	3.174520e+01	1.013816e+02	EME1
GO_Biological_Process_2023	Endodermal Cell Differentiation (GO:0035987)	4.126390e-02	1.987942e-01	0	0	6.580505e+00	2.097712e+01	COL11A1;HMGA2
GO_Biological_Process_2023	Positive Regulation Of Synapse Assembly (GO:0051965)	4.126390e-02	1.987942e-01	0	0	6.580505e+00	2.097712e+01	SRPX2;EPHB1
GO_Biological_Process_2023	Regulation Of Postsynaptic Membrane Potential (GO:0060078)	4.371839e-02	2.072752e-01	0	0	6.360980e+00	1.990978e+01	GABRA3;FOXM1
GO_Biological_Process_2023	Glycosphingolipid Metabolic Process (GO:0006687)	4.371839e-02	2.072752e-01	0	0	6.360980e+00	1.990978e+01	FUT9;B4GALNT1
GO_Biological_Process_2023	Negative Regulation Of Osteoblast Differentiation (GO:0045668)	4.371839e-02	2.072752e-01	0	0	6.360980e+00	1.990978e+01	GREM1;TWIST1
GO_Biological_Process_2023	Positive Regulation Of Protein Phosphorylation (GO:0001934)	4.399373e-02	2.072752e-01	0	0	2.093573e+00	6.539711e+00	CCNA2;CENPE;LEP;PLK1;CDCA8;BIRC5;TTK;LRP8
GO_Biological_Process_2023	Regulation Of Immune Response (GO:0050776)	4.516003e-02	2.072752e-01	0	0	3.926820e+00	1.216349e+01	COL3A1;CXCL13;LRP8
GO_Biological_Process_2023	Embryonic Organ Development (GO:0048568)	4.516003e-02	2.072752e-01	0	0	3.926820e+00	1.216349e+01	STIL;SALL1;GDNF
GO_Biological_Process_2023	Regulation Of Ras Protein Signal Transduction (GO:0046578)	4.516003e-02	2.072752e-01	0	0	3.926820e+00	1.216349e+01	KIF14;EPS8L3;FOXM1
GO_Biological_Process_2023	DNA Damage Checkpoint Signaling (GO:0000077)	4.622577e-02	2.072752e-01	0	0	6.155618e+00	1.892371e+01	CHEK1;DONSON
GO_Biological_Process_2023	Embryonic Skeletal System Development (GO:0048706)	4.622577e-02	2.072752e-01	0	0	6.155618e+00	1.892371e+01	HOXB9;SULF1
GO_Biological_Process_2023	Smoothened Signaling Pathway (GO:0007224)	4.622577e-02	2.072752e-01	0	0	6.155618e+00	1.892371e+01	STIL;GPC2
GO_Biological_Process_2023	Glycolipid Metabolic Process (GO:0006664)	4.622577e-02	2.072752e-01	0	0	6.155618e+00	1.892371e+01	B4GALNT1;FUT2
GO_Biological_Process_2023	Positive Regulation Of Chromosome Organization (GO:2001252)	4.622577e-02	2.072752e-01	0	0	6.155618e+00	1.892371e+01	CDK1;NCAPG
GO_Biological_Process_2023	Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281)	4.622577e-02	2.072752e-01	0	0	6.155618e+00	1.892371e+01	P2RY6;CD19
GO_Biological_Process_2023	Positive Regulation Of Telomerase Activity (GO:0051973)	4.622577e-02	2.072752e-01	0	0	6.155618e+00	1.892371e+01	GREM1;NEK2
GO_Biological_Process_2023	Epithelial Cell Differentiation (GO:0030855)	4.637267e-02	2.072752e-01	0	0	3.061361e+00	9.401579e+00	VIL1;CDK1;E2F7;E2F8
GO_Biological_Process_2023	Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731)	4.746829e-02	2.072752e-01	0	0	3.036981e+00	9.255788e+00	GREM1;TNFRSF18;IL31RA;LRP8
GO_Biological_Process_2023	Regulation Of Cellular Senescence (GO:2000772)	4.878469e-02	2.072752e-01	0	0	5.963091e+00	1.801055e+01	TWIST1;HMGA2
GO_Biological_Process_2023	Negative Regulation Of Mitotic Cell Cycle (GO:0045930)	4.878469e-02	2.072752e-01	0	0	5.963091e+00	1.801055e+01	CHEK1;MAD2L1
GO_Biological_Process_2023	B Cell Chemotaxis (GO:0035754)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	CXCL13
GO_Biological_Process_2023	L-ascorbic Acid Metabolic Process (GO:0019852)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	SLC2A1
GO_Biological_Process_2023	Regulation Of Glucagon Secretion (GO:0070092)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	SYT7
GO_Biological_Process_2023	Ammonium Homeostasis (GO:0097272)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	RHBG
GO_Biological_Process_2023	Regulation Of Mitotic Spindle Checkpoint (GO:1903504)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	CCNB1
GO_Biological_Process_2023	Regulation Of Morphogenesis Of A Branching Structure (GO:0060688)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	GDNF
GO_Biological_Process_2023	Aromatic Compound Biosynthetic Process (GO:0019438)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	PSAT1
GO_Biological_Process_2023	Regulation Of Natural Killer Cell Mediated Immunity (GO:0002715)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	LEP
GO_Biological_Process_2023	Regulation Of Striated Muscle Tissue Development (GO:0016202)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	CENPF
GO_Biological_Process_2023	Cellular Response To Iron Ion (GO:0071281)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	TFAP2A
GO_Biological_Process_2023	Regulation Of Tooth Mineralization (GO:0070170)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	TFAP2A
GO_Biological_Process_2023	Chondrocyte Development (GO:0002063)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	SULF1
GO_Biological_Process_2023	Resolution Of Recombination Intermediates (GO:0071139)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	RMI2
GO_Biological_Process_2023	Retinal Ganglion Cell Axon Guidance (GO:0031290)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	EPHB1
GO_Biological_Process_2023	Subtelomeric Heterochromatin Formation (GO:0031509)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	EZH2
GO_Biological_Process_2023	Gastrulation With Mouth Forming Second (GO:0001702)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	LHX1
GO_Biological_Process_2023	Trigeminal Nerve Development (GO:0021559)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	TFAP2A
GO_Biological_Process_2023	Heme Transport (GO:0015886)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	FLVCR1
GO_Biological_Process_2023	Hexose Import Across Plasma Membrane (GO:0140271)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	SLC2A5
GO_Biological_Process_2023	Xenobiotic Transport Across Blood-Brain Barrier (GO:1990962)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	ABCC2
GO_Biological_Process_2023	Iron Coordination Entity Transport (GO:1901678)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	FLVCR1
GO_Biological_Process_2023	Maintenance Of DNA Repeat Elements (GO:0043570)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	RMI2
GO_Biological_Process_2023	Mesenchymal To Epithelial Transition Involved In Metanephros Morphogenesis (GO:0003337)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	SALL1
GO_Biological_Process_2023	Negative Regulation Of Actin Filament Depolymerization (GO:0030835)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	VIL1
GO_Biological_Process_2023	Negative Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001033)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	HMGA2
GO_Biological_Process_2023	Negative Regulation Of Histone Acetylation (GO:0035067)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	TWIST1
GO_Biological_Process_2023	Negative Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043569)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	CILP
GO_Biological_Process_2023	Negative Regulation Of Monocyte Chemotaxis (GO:0090027)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	GREM1
GO_Biological_Process_2023	Negative Regulation Of Morphogenesis Of An Epithelium (GO:1905331)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	SULF1
GO_Biological_Process_2023	Negative Regulation Of Neuron Migration (GO:2001223)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	COL3A1
GO_Biological_Process_2023	Notochord Development (GO:0030903)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	STIL
GO_Biological_Process_2023	Nucleoside Triphosphate Biosynthetic Process (GO:0009142)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	AK4
GO_Biological_Process_2023	Positive Regulation Of Animal Organ Morphogenesis (GO:0110110)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	GDNF
GO_Biological_Process_2023	Positive Regulation Of Cell-Cell Adhesion Mediated By Integrin (GO:0033634)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	CXCL13
GO_Biological_Process_2023	Positive Regulation Of Epithelial Cell Differentiation Involved In Kidney Development (GO:2000698)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	LHX1
GO_Biological_Process_2023	Positive Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902043)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	PMAIP1
GO_Biological_Process_2023	Positive Regulation Of Osteoblast Proliferation (GO:0033690)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	CCNA2
GO_Biological_Process_2023	Proline Metabolic Process (GO:0006560)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	PYCR1
GO_Biological_Process_2023	Purine Nucleobase Biosynthetic Process (GO:0009113)	5.101470e-02	2.072752e-01	0	0	2.380825e+01	7.084480e+01	PAICS
GO_Biological_Process_2023	Calcium Ion Transmembrane Transport (GO:0070588)	5.122477e-02	2.072752e-01	0	0	3.722420e+00	1.106129e+01	SLC24A2;ATP2A1;TRPM8
GO_Biological_Process_2023	Spindle Assembly (GO:0051225)	5.122477e-02	2.072752e-01	0	0	3.722420e+00	1.106129e+01	TPX2;NEK2;KIF11
GO_Biological_Process_2023	Regulation Of Cell Division (GO:0051302)	5.122477e-02	2.072752e-01	0	0	3.722420e+00	1.106129e+01	KIF18B;PLK1;FSD1
GO_Biological_Process_2023	Calcium Ion Import Across Plasma Membrane (GO:0098703)	5.139380e-02	2.072752e-01	0	0	5.782232e+00	1.716304e+01	SLC24A2;SCN8A
GO_Biological_Process_2023	Endoderm Formation (GO:0001706)	5.139380e-02	2.072752e-01	0	0	5.782232e+00	1.716304e+01	LHX1;HMGA2
GO_Biological_Process_2023	Interstrand Cross-Link Repair (GO:0036297)	5.139380e-02	2.072752e-01	0	0	5.782232e+00	1.716304e+01	FANCI;NEIL3
GO_Biological_Process_2023	Liver Development (GO:0001889)	5.139380e-02	2.072752e-01	0	0	5.782232e+00	1.716304e+01	E2F7;E2F8
GO_Biological_Process_2023	DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)	5.405179e-02	2.168914e-01	0	0	5.612012e+00	1.637480e+01	FOXM1;E2F7
GO_Biological_Process_2023	Receptor Signaling Pathway Via JAK-STAT (GO:0007259)	5.405179e-02	2.168914e-01	0	0	5.612012e+00	1.637480e+01	LEP;IL31RA
GO_Biological_Process_2023	Regulation Of Osteoblast Differentiation (GO:0045667)	5.439753e-02	2.171791e-01	0	0	3.627981e+00	1.056264e+01	CCNA2;GREM1;TWIST1
GO_Biological_Process_2023	Positive Regulation Of Protein Ubiquitination (GO:0031398)	5.439753e-02	2.171791e-01	0	0	3.627981e+00	1.056264e+01	FANCI;PLK1;MAGEC2
GO_Biological_Process_2023	Regulation Of Epithelial To Mesenchymal Transition (GO:0010717)	5.601847e-02	2.179132e-01	0	0	3.582533e+00	1.032512e+01	GREM1;TWIST1;EZH2
GO_Biological_Process_2023	Regulation Of Mitochondrial Membrane Potential (GO:0051881)	5.675737e-02	2.179132e-01	0	0	5.451519e+00	1.564024e+01	PMAIP1;PYCR1
GO_Biological_Process_2023	Synaptic Vesicle Cycle (GO:0099504)	5.675737e-02	2.179132e-01	0	0	5.451519e+00	1.564024e+01	SYT7;STX1A
GO_Biological_Process_2023	Positive Regulation Of Bone Mineralization (GO:0030501)	5.675737e-02	2.179132e-01	0	0	5.451519e+00	1.564024e+01	TFAP2A;CCNA2
GO_Biological_Process_2023	Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427)	5.675737e-02	2.179132e-01	0	0	5.451519e+00	1.564024e+01	LEP;OCIAD2
GO_Biological_Process_2023	Positive Regulation Of Receptor Signaling Pathway Via STAT (GO:1904894)	5.675737e-02	2.179132e-01	0	0	5.451519e+00	1.564024e+01	LEP;OCIAD2
GO_Biological_Process_2023	Negative Regulation Of Cell Cycle (GO:0045786)	5.766222e-02	2.179132e-01	0	0	3.538207e+00	1.009505e+01	CDKN2A;PLK1;MAD2L1
GO_Biological_Process_2023	Negative Regulation Of Signal Transduction (GO:0009968)	5.832414e-02	2.179132e-01	0	0	2.237158e+00	6.357420e+00	CILP;TWIST1;PRAME;SULF1;LGR4;EZH2
GO_Biological_Process_2023	Regulation Of Insulin Secretion (GO:0050796)	5.932862e-02	2.179132e-01	0	0	3.494961e+00	9.872090e+00	ABCA12;STX1A;SYT7
GO_Biological_Process_2023	Detection Of Chemical Stimulus Involved In Sensory Perception Of Bitter Taste (GO:0001580)	5.950926e-02	2.179132e-01	0	0	5.299942e+00	1.495444e+01	CST1;CA6
GO_Biological_Process_2023	Endothelial Cell Migration (GO:0043542)	5.950926e-02	2.179132e-01	0	0	5.299942e+00	1.495444e+01	S100A2;TNFRSF25
GO_Biological_Process_2023	Vitamin Transport (GO:0051180)	5.950926e-02	2.179132e-01	0	0	5.299942e+00	1.495444e+01	TCN1;SLC2A1
GO_Biological_Process_2023	Positive Regulation Of Intracellular Transport (GO:0032388)	5.950926e-02	2.179132e-01	0	0	5.299942e+00	1.495444e+01	SPAG5;ATP2A1
GO_Biological_Process_2023	Cellular Response To Oxygen-Containing Compound (GO:1901701)	6.036093e-02	2.179132e-01	0	0	1.953656e+00	5.484719e+00	P2RY6;CPNE7;ITPKA;ECT2;CXCL13;SYT7;TSHR;KCNH1
GO_Biological_Process_2023	AMP Biosynthetic Process (GO:0006167)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	PAICS
GO_Biological_Process_2023	G-quadruplex DNA Unwinding (GO:0044806)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	DNA2
GO_Biological_Process_2023	GMP Biosynthetic Process (GO:0006177)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	PAICS
GO_Biological_Process_2023	Adult Feeding Behavior (GO:0008343)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	LEP
GO_Biological_Process_2023	Autophagosome Membrane Docking (GO:0016240)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	VMP1
GO_Biological_Process_2023	Regulation Of Norepinephrine Secretion (GO:0014061)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	STX1A
GO_Biological_Process_2023	Regulation Of Skeletal Muscle Satellite Cell Proliferation (GO:0014842)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	EPHB1
GO_Biological_Process_2023	Detection Of Stimulus Involved In Sensory Perception Of Pain (GO:0062149)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	EPHB1
GO_Biological_Process_2023	Enteric Nervous System Development (GO:0048484)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	GDNF
GO_Biological_Process_2023	Epithelial Cell Differentiation Involved In Kidney Development (GO:0035850)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	SALL1
GO_Biological_Process_2023	Exocrine System Development (GO:0035272)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	RAB26
GO_Biological_Process_2023	Free Ubiquitin Chain Polymerization (GO:0010994)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	UBE2C
GO_Biological_Process_2023	Gap Junction Assembly (GO:0016264)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	GJB2
GO_Biological_Process_2023	Keratinocyte Proliferation (GO:0043616)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	FERMT1
GO_Biological_Process_2023	Leukotriene Transport (GO:0071716)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	ABCC2
GO_Biological_Process_2023	Long-Chain Fatty Acid Catabolic Process (GO:0042758)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	GLYATL2
GO_Biological_Process_2023	Long-Term Synaptic Depression (GO:0060292)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	SLC24A2
GO_Biological_Process_2023	Mitochondrion-Endoplasmic Reticulum Membrane Tethering (GO:1990456)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	VMP1
GO_Biological_Process_2023	Mitotic Nuclear Membrane Disassembly (GO:0007077)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	PLK1
GO_Biological_Process_2023	Negative Regulation Of Meiotic Nuclear Division (GO:0045835)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	TRIP13
GO_Biological_Process_2023	Negative Regulation Of Response To Reactive Oxygen Species (GO:1901032)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	PYCR1
GO_Biological_Process_2023	Nucleobase Biosynthetic Process (GO:0046112)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	PAICS
GO_Biological_Process_2023	Nucleobase Catabolic Process (GO:0046113)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	DPYSL5
GO_Biological_Process_2023	Nucleoside Diphosphate Catabolic Process (GO:0009134)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	ENTPD8
GO_Biological_Process_2023	Pituitary Gland Development (GO:0021983)	6.090183e-02	2.179132e-01	0	0	1.904607e+01	5.330029e+01	SALL1
